12/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Name,DOB,Age,2021 Exp,COLLEGE,COUNTRY,NBA D YR,NBA D R,NBA D P,NBN D YR,NBN D R,NBN D P,Bio URL,2k Overall,Height,Weight,Primary Pos.,Secondary Pos.,2021 Awards,2022 Awards,2023 Awards,2024 Awards,2025 Awards,2026 Awards,2027 Awards,2028 Awards,2029 Awards,2030 Awards,2031 Awards,2021 Salary,2022 Salary,2023 Salary,2024 Salary,2025 Salary,2026 Salary,2027 Salary,2028 Salary,2029 Salary,2030 Salary,2031 Salary,2032 Salary,2033 Salary,2034 Salary,2035 Salary,2036 Salary,2037 Salary,2038 Salary,2039 Salary,2040 Salary,2020-21 Starts,2022 Starts,2023 Starts,2024 Starts,2025 Starts,2026 Starts,2027 Starts,2028 Starts,2029 Starts,2030 Starts,2031 Starts,Combo Pos.,Team,Img URL,21-22 Primary,21-22 Secondary,22-23 Primary,22-23 Secondary,22-23 OVR
"Waters, Lindy","WATERS, LINDY",7/28/1997,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,563,518",,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,SAS,https://www.basketball-reference.com/req/202106291/images/players/waterli01.jpg,SF,SG,SF,SG,71
"Labissiere, Skal","LABISSIERE, SKAL",3/18/1996,27,6,Kentucky,Haiti,2016,Round 1,Pick 28,,,,https://docs.google.com/spreadsheets/d/1pOvoi8dV3ZHTM3m6rPFORtQ7R9-ZPAXUeK5_v2emZBU/edit?usp=sharing,74,"6'10""",235 lbs,PF,C,,,,,,,,,,,,"$1,737,145","$1,977,011",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/labissk01.jpg,PF,C,,,
"Lamb, Jeremy","LAMB, JEREMY",5/30/1992,31,10,Connecticut,USA,2012,Round 1,Pick 12,,,,https://docs.google.com/spreadsheets/d/1hXMg3z0RR5SOoYIhvCMwozmxIGlXV8FXKblFAvTkvDg/edit?usp=sharing,78,"6'5""",180 lbs,SF,SG,,,,,,,,,,,,"$10,500,000","$10,500,000",,,,,,,,,,,,,,,,,,,0,14,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/lambje01.jpg,SF,SG,,,
"Bradley, Tony","BRADLEY, TONY",1/8/1998,25,5,North Carolina,USA,2017,Round 1,Pick 28,,,,https://docs.google.com/spreadsheets/d/1vavzFX9cbtdJ5NMtfvWH-Ut31TlHOlkBag7zQGnXF-E/edit?usp=sharing,75,"6'10""",248 lbs,C,,,,,,,,,,,,,"$3,542,060","$1,789,256",,,,,,,,,,,,,,,,,,,7,5,6,,,,,,,,,C,OKC,https://www.basketball-reference.com/req/202106291/images/players/bradlto01.jpg,C,,C,,
"Langford, Romeo","LANGFORD, ROMEO",10/25/1999,24,3,Indiana,USA,2019,Round 1,Pick 14,,,,https://docs.google.com/spreadsheets/d/1zBvt2zVZLAG1Vd5V7EJcNYyZ-eliKa1bdJEIpWuMXS8/edit?usp=sharing,70,"6'4""",216 lbs,SG,SF,,,,,,,,,,,,"$3,631,200","$3,804,360",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SG/SF,BOS,https://www.basketball-reference.com/req/202106291/images/players/langfro01.jpg,SG,SF,,,
"LaVine, Zach","LAVINE, ZACH",3/10/1995,28,8,UCLA,USA,2014,Round 1,Pick 13,,,,https://docs.google.com/spreadsheets/d/1YffDAdjiRNYHyiBjhdtV1INIrgaw8q57Qh_fPQVBMI8/edit?usp=sharing,87,"6'5""",200 lbs,SG,SF,NBN All-Star,,,,,,,,,,,"$19,500,000","$19,500,000",,,,,,,,,,,,,,,,,,,81,67,81,,,,,,,,,SG/SF,NYK,https://www.basketball-reference.com/req/202106291/images/players/lavinza01.jpg,SG,SF,SG,SF,
"Layman, Jake","LAYMAN, JAKE",3/7/1994,29,6,Maryland,USA,2016,Round 2,Pick 47,,,,https://docs.google.com/spreadsheets/d/1AdtJ9NaXWvyB4R3CM7UbFM6uH_jOTNto7QOpoXCOEcY/edit?usp=sharing,72,"6'8""",209 lbs,PF,SF,,,,,,,,,,,,"$3,761,085","$3,940,184",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/laymaja01.jpg,PF,SF,PF,SF,
"Leaf, TJ","LEAF, TJ",4/30/1997,26,4,UCLA,Israel,2017,Round 1,Pick 18,,,,https://docs.google.com/spreadsheets/d/1cT2tKvNvp3q2cbz8CCxmw6qeGRgdK3b9tqf16ye3O_o/edit?usp=sharing,71,"6'10""",222 lbs,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,FA,https://www.basketball-reference.com/req/202106291/images/players/leaftj01.jpg,PF,,,,
"Lecque, Jalen","LECQUE, JALEN",6/13/2000,23,2,None,USA,2019,Round 2,Pick 41,,,,https://docs.google.com/spreadsheets/d/1AYRVGgiRESzlX_RzT6pN1SIk5cW_8j_IOUxtKFgkFlw/edit?usp=sharing,68,"6'4""",185 lbs,PG,SG,,,,,,,,,,,,"$1,517,981",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/lecquja01.jpg,PG,SG,,,
"Dosunmu, Ayo","DOSUNMU, AYO",1/17/2000,23,1,Illinois,USA,2021,Round 2,Pick 38,2021,Round 2,Pick 33 (OKC),https://docs.google.com/spreadsheets/d/1quiP9J8LTiJptNTJBrV82rs2OdbDjqLR5XIIKpMTTqw/edit?usp=sharing,74,"6'5""",200 lbs,PG,SG,,,,,,,,,,,,,"$950,000","$1,600,000",,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,PG/SG,OKC,https://www.basketball-reference.com/req/202106291/images/players/dosunay01.jpg,PG,SG,PG,SG,
"Grimes, Quentin","GRIMES, QUENTIN",5/8/2000,23,1,Houston,USA,2021,Round 1,Pick 25,2021,Round 2,Pick 31 (MIL),https://docs.google.com/spreadsheets/d/14sODyJMBUc85OS4dg-Aag3lZUMcCx-CnWN9U1EQeFXw/edit?usp=sharing,73,"6'4""",210 lbs,SG,SF,,,,,,,,,,,,,"$950,000","$1,600,000",,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,SG/SF,MIL,https://www.basketball-reference.com/req/202106291/images/players/grimequ01.jpg,SG,SF,SG,SF,72
"Kispert, Corey","KISPERT, COREY",3/3/1999,24,1,Gonzaga,USA,2021,Round 1,Pick 15,2021,Round 1,Pick 13 (LAL),https://docs.google.com/spreadsheets/d/191U7ciQTP2tXi4ftJG_-EVV3xmRbp93mr9feLIf_68k/edit?usp=sharing,74,"6'6""",224 lbs,SF,SG,,,,,,,,,,,,,"$3,124,500","$3,280,800",,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,SF/SG,MEM,https://www.basketball-reference.com/req/202106291/images/players/kispeco01.jpg,SF,SG,,,
"Leonard, Kawhi","LEONARD, KAWHI",6/29/1991,32,11,San Diego State,USA,2011,Round 1,Pick 15,,,,https://docs.google.com/spreadsheets/d/1L4psCcYackB7YkB4TuMzuE8mazeixhexVRjD5V6KhpA/edit?usp=sharing,95,"6'7""",225 lbs,SF,PF,NBN All-Star,"NBN All-Defensive Second Team, NBN All-Star",,,,,,,,,,"$34,379,100","$39,344,900","$41,312,145","$43,279,390",,,,,,,,,,,,,,,,,51,50,81,,,,,,,,,SF/PF,PHX,https://www.basketball-reference.com/req/202106291/images/players/leonaka01.jpg,SF,PF,SF,PF,
"Leonard, Meyers","LEONARD, MEYERS",2/27/1992,31,10,Illinois,USA,2012,Round 1,Pick 11,,,,https://docs.google.com/spreadsheets/d/1lmz_Cy6nHJKWo142briFBodQoNdyLy9xYWwnQSHDug8/edit?usp=sharing,75,"7'0""",260 lbs,PF,C,,,,,,,,,,,,"$1,620,564","$945,546",,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/leoname01.jpg,PF,C,,,
"MARSHALL, NAJI","MARSHALL, NAJI",1/24/1998,25,2,Xavier,USA,2020,Undrafted,,2020,Round 2,Pick 56 (CHA),https://docs.google.com/spreadsheets/d/14sw9lASCOxO5bwP9ypyiF9pU8z2IOqv0hGNq34sZ14o/edit?usp=sharing,71,"6'7""",220 lbs,SF,PF,,,,,,,,,,,,"$1,791,150","$1,701,593",,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,SF/PF,MIA,https://www.basketball-reference.com/req/202106291/images/players/marshna01.jpg,SF,PF,SF,PF,73
"Mills, Patty","MILLS, PATTY",8/11/1988,35,13,St. Mary's (CA),Australia,2009,Round 2,Pick 55,,,,https://docs.google.com/spreadsheets/d/1RRUy7s7PBdI4axvnLFcRDGXTpc8vtrZzVN7d4eOcYuY/edit?usp=sharing,76,"6'1""",180 lbs,PG,,,,,,,,,,,,,"$13,535,714","$2,641,691",,,,,,,,,,,,,,,,,,,13,1,6,,,,,,,,,PG,NOP,https://www.basketball-reference.com/req/202106291/images/players/millspa02.jpg,PG,,PG,,
"Lewis, Scottie","LEWIS, SCOTTIE",3/12/2000,23,1,Florida State,USA,2021,Round 2,Pick 56,2021,Round 2,Pick 53 (NYK),https://docs.google.com/spreadsheets/d/1RhUA93t4JaLW_RafUMJqHmpFdVMxg79n9ASHQYlgHP0/edit?usp=sharing,69,"6'5""",189 lbs,SG,,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG,FA,https://www.basketball-reference.com/req/202106291/images/players/lewissc01.jpg,SG,,,,
"Lillard, Damian","LILLARD, DAMIAN",7/15/1990,33,10,Weber State,USA,2012,Round 1,Pick 6,,,,https://docs.google.com/spreadsheets/d/10XnLv3aPia56-QVJirSnePgzCXY_Fuxfa3B6sIjF00Y/edit?usp=sharing,90,"6'2""",195 lbs,PG,,"All-NBN Third Team, NBN All-Star",NBN All-Star,,,,,,,,,,"$31,626,953","$39,344,900","$42,492,492","$45,640,084",,,,,,,,,,,,,,,,,79,82,80,,,,,,,,,PG,DET,https://www.basketball-reference.com/req/202106291/images/players/lillada01.jpg,PG,,,,
"Little, Nassir","LITTLE, NASSIR",2/11/2000,23,3,North Carolina,USA,2019,Round 1,Pick 25,,,,https://docs.google.com/spreadsheets/d/1hIgB3wp8NcRwQSngoF6aQKLylcsyFTLBny5mvyq81e4/edit?usp=sharing,76,"6'5""",220 lbs,SF,PF,,,,,,,,,,,,"$2,210,640","$2,316,240",,,,,,,,,,,,,,,,,,,46,2,,,,,,,,,,SF/PF,LAL,https://www.basketball-reference.com/req/202106291/images/players/littlna01.jpg,SF,PF,,,
"Murray, Keegan","MURRAY, KEEGAN",8/19/2000,23,0,Iowa,USA,2022,,,2022,Round 1,Pick 5 (ATL),https://docs.google.com/spreadsheets/d/1IWu-nZIgfN7KJZkDP3pMIacno1gGttMEy8hdQ9nhWzw/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,ATL,https://www.basketball-reference.com/req/202106291/images/headshots/murrake02.jpg,,,,,
"Looney, Kevon","LOONEY, KEVON",2/6/1996,27,7,UCLA,USA,2015,Round 1,Pick 30,,,,https://docs.google.com/spreadsheets/d/1uXsXpChXhgT_zjHbYProtbGG0qkt2WF7GiYVOkLIMyM/edit?usp=sharing,76,"6'9""",222 lbs,C,,,,,,,,,,,,,"$4,821,429","$5,178,572",,,,,,,,,,,,,,,,,,,16,0,81,,,,,,,,,C,UTA,https://www.basketball-reference.com/req/202106291/images/players/looneke01.jpg,C,,C,,
"Lopez, Brook","LOPEZ, BROOK",4/1/1988,35,14,Stanford,USA,2008,Round 1,Pick 10,,,,https://docs.google.com/spreadsheets/d/1FUqB4vmhqatEjgEW9tmpgs2yxGBFvbqTpMD9GGzf1Fk/edit?usp=sharing,79,"7'0""",282 lbs,C,,,,,,,,,,,,,"$12,697,675","$13,302,325","$13,906,976",,,,,,,,,,,,,,,,,,49,65,71,,,,,,,,,C,SAS,https://www.basketball-reference.com/req/202106291/images/players/lopezbr01.jpg,C,,C,,80
"Lopez, Robin","LOPEZ, ROBIN",4/1/1988,35,14,Stanford,USA,2008,Round 1,Pick 15,,,,https://docs.google.com/spreadsheets/d/1ngR2SSal9rFdTmRMHuRTr5QPUeNuiX0ES_4_SQo0KLM/edit?usp=sharing,76,"7'0""",281 lbs,C,,,,,,,,,,,,,"$1,441,743","$4,910,000",,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,C,GSW,https://www.basketball-reference.com/req/202106291/images/players/lopezro01.jpg,C,,C,,
"Love, Kevin","LOVE, KEVIN",9/7/1988,35,14,UCLA,USA,2008,Round 1,Pick 5,,,,https://docs.google.com/spreadsheets/d/1yBWiSLEGxJMPt7gNwpz4-uQMDXq9WfmNqvDYd9AfQHM/edit?usp=sharing,81,"6'8""",251 lbs,PF,C,,,,,,,,,,,,"$31,258,256","$31,258,256","$28,942,830",,,,,,,,,,,,,,,,,,21,3,64,,,,,,,,,PF/C,DAL,https://www.basketball-reference.com/req/202106291/images/players/loveke01.jpg,PF,C,PF,C,
"Lowry, Kyle","LOWRY, KYLE",3/25/1986,37,16,Villanova,USA,2006,Round 1,Pick 24,,,,https://docs.google.com/spreadsheets/d/1P20rgkS9Ah79Fg-5Pa18UFi834Y-b-NNnZcmEfzhYbI/edit?usp=sharing,81,"6'0""",196 lbs,PG,,,,,,,,,,,,,"$30,500,000","$26,984,127","$28,333,333",,,,,,,,,,,,,,,,,,78,74,81,,,,,,,,,PG,BOS,https://www.basketball-reference.com/req/202106291/images/players/lowryky01.jpg,PG,,PG,,82
"Lundberg, Gabriel","LUNDBERG, GABRIEL",12/4/1994,29,1,None,Denmark,2016,Undrafted,,,,,,69,"6'4""",203 lbs,SG,PG,,,,,,,,,,,,,"$53,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG/PG,FA,,SG,PG,,,
"Luwawu-Cabarrot, Timothe","LUWAWU-CABARROT, TIMOTHE",5/9/1995,28,6,None,France,2016,Round 1,Pick 24,,,,https://docs.google.com/spreadsheets/d/1-Du9556nxKd-GMjjG9YEg7wtLzwN_7x1y5NZteRaRFM/edit?usp=sharing,72,"6'7""",220 lbs,SF,SG,,,,,,,,,,,,"$1,824,003",,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/luwawti01.jpg,SF,SG,,,
"Davis, Johnny","DAVIS, JOHNNY",2/27/2002,21,0,Wisconsin,USA,2022,,,2022,Round 1,Pick 9 (SAC),https://docs.google.com/spreadsheets/d/1dTuhQX0pvV6VXBrcTJnUqVhGOsXu_lbdtIZWA-olqdQ/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,SAC,https://www.basketball-reference.com/req/202106291/images/headshots/davisjo06.jpg,,,,,
"Mahinmi, Ian","MAHINMI, IAN",11/5/1986,37,13,None,France,2005,Round 1,Pick 28,,,,https://docs.google.com/spreadsheets/d/1VoxW3EnSN3C3f4uir8u5AMv0rvWeJOTAdbIM29ADxUw/edit?usp=sharing,,,,,,,,,,,,,,,,,"$1,620,564",,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,Ret.,https://www.basketball-reference.com/req/202106291/images/players/mahinia01.jpg,C,,,,
"Maker, Thon","MAKER, THON",2/25/1997,26,4,None,South Sudan,2016,Round 1,Pick 10,,,,https://docs.google.com/spreadsheets/d/16VmKxse-yM6kO9w_3mQyXzwaJo0cPIIXZ0Kq1qnRR4o/edit?usp=sharing,73,"7'0""",221 lbs,C,PF,,,,,,,,,,,,,"$1,977,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/makerth01.jpg,C,PF,,,
"Covington, Robert","COVINGTON, ROBERT",12/14/1990,32,9,Tennessee State,USA,2013,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1hUH-KapIgmDoducduj3cEBulwYHyYfG-UmdKQYnnHSM/edit?usp=sharing,78,"6'7""",209 lbs,PF,C,,,,,,,,,,,,"$12,138,345","$12,975,471",,,,,,,,,,,,,,,,,,,69,1,7,,,,,,,,,PF/C,TOR,https://www.basketball-reference.com/req/202106291/images/players/covinro01.jpg,PF,C,PF,C,
"Davis, Terence","DAVIS, TERENCE",5/16/1997,26,3,Ole Miss,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1IOj3rx4b8_Tszknttt8rc7wJxAiVaS9dl5oqp07v46M/edit?usp=sharing,73,"6'4""",201 lbs,SF,SG,,,,,,,,,,,,"$1,517,981","$4,000,000","$4,000,000","$4,000,000",,,,,,,,,,,,,,,,,32,34,7,,,,,,,,,SF/SG,MIL,https://www.basketball-reference.com/req/202106291/images/players/daviste02.jpg,SF,SG,,,
"Mane, Karim","MANE, KARIM",5/16/2000,23,1,Vanier College,Senegal,2020,Undrafted,,2020,Round 2,Pick 58 (TOR),https://docs.google.com/spreadsheets/d/1E6HIInHR1aWHTxiC_oDx3mI06j4SrdEEE8dyqJH9WxY/edit?usp=sharing,66,"6'3""",190 lbs,PG,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/maneka01.jpg,PG,,,,
"Mann, Terance","MANN, TERANCE",10/18/1996,27,3,Florida State,USA,2019,Round 2,Pick 48,,,,https://docs.google.com/spreadsheets/d/18K3rGQMXyrNx2NVz42vz_f3yYM_TFAEpCE39m9knXXw/edit?usp=sharing,76,"6'5""",215 lbs,SF,SG,,,,,,,,,,,,"$1,517,984","$1,782,621","$1,930,681",,,,,,,,,,,,,,,,,,3,2,45,,,,,,,,,SF/SG,NYK,https://www.basketball-reference.com/req/202106291/images/players/mannte01.jpg,SF,SG,SF,SG,
"Jones, Damian","JONES, DAMIAN",6/30/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,185",,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/jonesda03.jpg,C,,C,,73
"Mannion, Nico","MANNION, NICO",3/14/2001,22,2,Arizona,Italy,2020,Round 2,Pick 48,2020,Round 2,Pick 37 (WAS),https://docs.google.com/spreadsheets/d/1CEV8NVPWVIRRwA3LVkJsJErA4KcsLH9KT-aYgMKoZ14/edit?usp=sharing,70,"6'2""",190 lbs,PG,SG,,,,,,,,,,,,"$1,000,000","$1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/mannini01.jpg,PG,SG,,,
"Marjanovic, Boban","MARJANOVIC, BOBAN",8/15/1988,35,7,None,Serbia,2010,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1HsMq7K-SMnXJXM9i27ANfFkh1ZQTUE7rFHPXZQa47ww/edit?usp=sharing,74,"7'4""",290 lbs,C,,,,,,,,,,,,,"$3,500,000","$2,089,448",,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,C,GSW,https://www.basketball-reference.com/req/202106291/images/players/marjabo01.jpg,C,,C,,
"Markkanen, Lauri","MARKKANEN, LAURI",5/22/1997,26,5,Arizona,Finland,2017,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/1UHSl5IKyYZuLxql5ydmr6v64c4rJcawHhWJyObzbDSM/edit?usp=sharing,77,"7'0""",240 lbs,PF,C,,,,,,,,,,,,"$6,731,508","$16,000,000","$16,000,000",,,,,,,,,,,,,,,,,,74,30,74,,,,,,,,,PF/C,SAC,https://www.basketball-reference.com/req/202106291/images/players/markkla01.jpg,PF,SF,,,
"Powell, Dwight","POWELL, DWIGHT",7/20/1991,32,8,Stanford,Canada,2014,Round 2,Pick 45,,,,https://docs.google.com/spreadsheets/d/1ythUhtlN8iYSGpXj8z6-yMJ5M1FZ8Nt5nci19cOTOxQ/edit?usp=sharing,78,"6'10""",240 lbs,C,PF,,,,,,,,,,,,"$11,080,125","$11,080,125","$11,080,125",,,,,,,,,,,,,,,,,,74,0,7,,,,,,,,,C/PF,GSW,https://www.basketball-reference.com/req/202106291/images/players/poweldw01.jpg,C,PF,C,PF,
"Thybulle, Matisse","THYBULLE, MATISSE",3/4/1997,26,3,Washington,USA,2019,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/1XEtIIEjurpRgrLo1eBHz89fQ0IsN0FUWDhm8thxJg90/edit?usp=sharing,75,"6'5""",201 lbs,SF,PF,,,,,,,,,,,,"$2,711,280","$2,840,160",,,,,,,,,,,,,,,,,,,29,26,7,,,,,,,,,SF/PF,BKN,https://www.basketball-reference.com/req/202106291/images/players/thybuma01.jpg,SF,PF,,,
"Martin, Cody","MARTIN, CODY",9/28/1995,28,3,Nevada-Reno,USA,2019,Round 2,Pick 36,,,,https://docs.google.com/spreadsheets/d/1XjYO-qBEEPoF2WhVb4mahev7Ny9FZ3VM0MEm4xZbVhA/edit?usp=sharing,76,"6'5""",205 lbs,SF,SG,,,,,,,,,,,,"$1,517,981","$1,782,621",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/SG,IND,https://www.basketball-reference.com/req/202106291/images/players/martico01.jpg,SF,SG,SF,SG,
"Martin, Kelan","MARTIN, KELAN",8/3/1995,28,3,Butler,USA,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1HWc2XBcRJ7lWjg_TiVpCI1N8DTsqO9Ff9Qq8iPnDurw/edit?usp=sharing,74,"6'5""",235 lbs,SF,SG,,,,,,,,,,,,,"$1,389,374",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/martike03.jpg,SF,SG,,,
"MARTIN, KENYON","MARTIN, KENYON",1/6/2001,22,2,None,USA,2020,Round 2,Pick 52,2020,Undrafted,,https://docs.google.com/spreadsheets/d/1mPp6UptFrZq4RSXiqkoTwEPBBMYEdBb2EUOzkzVX9FQ/edit?usp=sharing,76,"6'6""",215 lbs,PF,C,,,,,,,,,,,,"$898,310","$1,517,981",,,,,,,,,,,,,,,,,,,0,24,70,,,,,,,,,PF/C,ORL,https://www.basketball-reference.com/req/202106291/images/players/martike04.jpg,PF,C,PF,C,
"Wagner, Moritz","WAGNER, MORITZ",4/26/1997,26,4,Michigan,Germany,2018,Round 1,Pick 25,,,,https://docs.google.com/spreadsheets/d/1fd2ZbtCf4D3OdlxflryrFlfoAK7jsbgp5_g-JL3LwPc/edit?usp=sharing,73,"6'11""",245 lbs,PF,C,,,,,,,,,,,,"$2,161,920","$3,893,618",,,,,,,,,,,,,,,,,,,17,0,7,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/wagnemo01.jpg,PF,C,,,
"Matthews, Wesley","MATTHEWS, WESLEY",10/14/1986,37,13,Marquette,USA,2009,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1eHupN-pysV_3Nk8fur3PJix3r-YuDx74fJ3MP8VbvgY/edit?usp=sharing,72,"6'4""",220 lbs,SG,SF,,,,,,,,,,,,,"$810,468",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/matthwe02.jpg,SG,SF,SG,SF,72
"Watanabe, Yuta","WATANABE, YUTA",10/13/1994,29,4,George Washington,Japan,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1VfWucSSj3iEQPYJh2kd0MjyqhCWkYe0B3D05YhaHFhI/edit?usp=sharing,74,"6'9""",215 lbs,SF,PF,,,,,,,,,,,,"$1,620,564","$1,669,178",,,,,,,,,,,,,,,,,,,4,0,7,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/watanyu01.jpg,SF,PF,SF,PF,
"Mays, Skylar","MAYS, SKYLAR",9/5/1997,26,2,LSU,USA,2020,Round 2,Pick 50,2020,Undrafted,,https://docs.google.com/spreadsheets/d/13LNrbh63qldLnqhhOrQN6nz0GDYnRdrZLJ-ejb3SxWY/edit?usp=sharing,73,"6'4""",205 lbs,SG,SF,,,,,,,,,,,,"$898,310","$748,836",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/mayssk01.jpg,SG,SF,,,
"McBride, Miles","MCBRIDE, MILES",9/8/2000,23,1,West Virginia,USA,2021,Round 2,Pick 36,2021,Round 1,Pick 26 (IND),https://docs.google.com/spreadsheets/d/15J3OTVt-Ac0bwzP-ajKC6V8LTU7pMYItkPq0O5NllR8/edit?usp=sharing,71,"6'1""",195 lbs,SG,PG,,,,,,,,,,,,,"$1,747,400","$1,834,600",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,SG/PG,NYK,https://www.basketball-reference.com/req/202106291/images/players/mcbrimi01.jpg,SG,PG,SG,PG,71
"McCaw, Patrick","MCCAW, PATRICK",10/25/1995,28,6,UNLV,USA,2016,Round 2,Pick 38,,,,https://docs.google.com/spreadsheets/d/1DpwWPwgDeDYW9BhYL9m90ry6K0AMKSbpPuqv6dPFZR4/edit?usp=sharing,73,"6'7""",181 lbs,SF,PG,,,,,,,,,,,,"$4,000,000","$1,939,350",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/mccawpa01.jpg,SF,PG,,,
"McCollum, CJ","MCCOLLUM, CJ",9/19/1991,32,9,Lehigh,USA,2013,Round 1,Pick 10,,,,https://docs.google.com/spreadsheets/d/1ir6KlCCq0TCdL0nU3UwscIP8V2iOFp3x6a3zEJk9ZCM/edit?usp=sharing,85,"6'3""",190 lbs,SG,PG,,,,,,,,,,,,"$29,354,152","$30,864,198","$33,333,333","$35,802,469",,,,,,,,,,,,,,,,,79,77,68,,,,,,,,,SG/PG,PHI,https://www.basketball-reference.com/req/202106291/images/players/mccolcj01.jpg,SG,PG,SG,PG,85
"Williams, Jaylin","WILLIAMS, JAYLIN",6/29/2002,21,0,Arkansas,USA,,,,2022,Round 2,Pick 45 (LAL),https://docs.google.com/spreadsheets/d/1_S1NYzIaj-phcgyjdMDxPHVJws6aJvyd4jUHu-kjslA/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,LAL,https://www.basketball-reference.com/req/202106291/images/headshots/willija07.jpg,,,PF,,70
"JOE, ISAIAH","JOE, ISAIAH",7/2/1999,24,2,Arkansas,USA,2020,Round 2,Pick 49,2020,Round 2,Pick 35 (CLE),https://docs.google.com/spreadsheets/d/1OHcbPq4efP5GKujSOJ4D3v9djQLFpBPuwGZQ5oh1v78/edit?usp=sharing,76,"6'4""",165 lbs,SG,SF,,,,,,,,,,,,"$1,000,000","$1,500,000",,,,,,,,,,,,,,,,,,,0,0,8,,,,,,,,,SG/SF,CHA,https://www.basketball-reference.com/req/202106291/images/players/joeis01.jpg,SG,SF,,,
"JONES, TRE","JONES, TRE",1/8/2000,23,2,Duke,USA,2020,Round 2,Pick 41,2020,Round 2,Pick 38,https://docs.google.com/spreadsheets/d/1bcnW1pIEGsXWVuxwna0lRJZzF6tyz5eK1sKm-ViMw-s/edit?usp=sharing,71,"6'1""",185 lbs,PG,,,,,,,,,,,,,"$1,000,000","$1,500,000","$1,800,000",,,,,,,,,,,,,,,,,,0,1,8,,,,,,,,,PG,SAC,https://www.basketball-reference.com/req/202106291/images/players/jonestr01.jpg,PG,,,,
